DEPARTAMENTO,PROVINCIA,DISTRITO,ubigeo,Poblacion,IDH2019,Educ_sec_comp2019_pct,NBI2017_pct,Viv_sin_serv_hig2017_pct,queen_interseccion_lisa,queen_interseccion_moran_i,queen_interseccion_p,queen_interseccion_n,rook_frontera_compartida_lisa,rook_frontera_compartida_moran_i,rook_frontera_compartida_p,rook_frontera_compartida_n,knn_4_centroides_lisa,knn_4_centroides_moran_i,knn_4_centroides_p,knn_4_centroides_n,banda_distancia_27_km_lisa,banda_distancia_27_km_moran_i,banda_distancia_27_km_p,banda_distancia_27_km_n
Lima,YAUYOS,ALIS,PE151002,1233,0.6468973913220809,69.47429801142613,30.3,6.6000000000000005,1 hotOutlier,-0.40392942915118424,0.02,4,1 hotOutlier,-0.40392942915118424,0.018,4,1 hotOutlier,-0.5457159325980754,0.008,4,1 hotOutlier,-0.3159542192402992,0.012,7
Lima,YAUYOS,AYAUCA,PE151003,2293,0.5441515521554047,43.16739968532273,61.9,57.2,3 no_pattern,0.4390471566027075,0.27,12,3 no_pattern,0.3416931002319495,0.436,11,3 no_pattern,0.5883842044015786,0.424,4,3 no_pattern,0.43330631808376835,0.428,7
Lima,HUAURA,AMBAR,PE150802,2761,0.31644811609225404,42.06009678584249,73.3,60.199999999999996,3 no_pattern,1.061496263381672,0.076,8,4 coldSpot,1.061496263381672,0.032,8,3 no_pattern,1.457481011432626,0.056,4,3 no_pattern,1.1669899163880675,0.178,3
Lima,LIMA,ANCON,PE150102,42124,0.6688889885290078,72.11797581870952,21.7,1.1,3 no_pattern,0.08830654138050785,0.67,6,3 no_pattern,0.08830654138050785,0.654,6,3 no_pattern,0.18090469171081527,0.45,4,3 no_pattern,0.23747924954902278,0.3,5
Lima,OYON,ANDAJES,PE150902,1058,0.4889126713026183,71.68436919144423,36.4,28.499999999999996,1 hotOutlier,-0.3964494103161249,0.05,5,1 hotOutlier,-0.3964494103161249,0.046,5,3 no_pattern,-0.36101735391118184,0.126,4,1 hotOutlier,-0.40106385977220294,0.014,8
Lima,HUAROCHIRI,ANTIOQUIA,PE150702,1246,0.474991833414822,64.77991921849998,30.2,17.4,3 no_pattern,-0.005923666717177247,0.2,12,3 no_pattern,-0.005923666717177247,0.198,12,3 no_pattern,-0.0042762411817192265,0.628,4,3 no_pattern,-0.0008574990400396466,0.824,16
Lima,CANTA,ARAHUAY,PE150402,796,0.4080336609565059,68.86336114323993,45.6,26.6,3 no_pattern,-0.1649429573488795,0.212,5,3 no_pattern,-0.1649429573488795,0.192,5,3 no_pattern,-0.08065617384317689,0.632,4,3 no_pattern,-0.035518732477172486,0.658,13
Lima,CANETE,ASIA,PE150502,9902,0.6740701051618329,82.23751972261901,25.0,1.2,2 hotSpot,1.2790359454674425,0.034,4,2 hotSpot,1.2790359454674425,0.028,4,2 hotSpot,1.2790359454674425,0.038,4,2 hotSpot,1.3432551025063113,0.004,5
Lima,HUARAL,ATAVILLOS ALTO,PE150602,626,0.5316885753143136,68.09653252409606,58.20000000000001,40.6,3 no_pattern,-0.07274105701610055,0.368,7,3 no_pattern,-0.03804321242806987,0.704,6,3 no_pattern,-0.06267755965062276,0.614,4,3 no_pattern,-0.06501477329946764,0.46,8
Lima,HUARAL,ATAVILLOS BAJO,PE150603,1135,0.5223306587904181,61.98260235939394,42.1,29.9,3 no_pattern,-0.05680292959285373,0.502,5,3 no_pattern,-0.05680292959285373,0.48,5,3 no_pattern,-0.060668673962655885,0.512,4,3 no_pattern,0.024086840002709522,0.684,9
